Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Label
511,0.1162+0.71912i,-0.89763-0.46782i,-0.14975-0.045709i,0.44468-0.88994i,0.88341+0.45043i,0.18854+0.085295i,-1.2576+0.29033i,1.2946-0.3227i,0.16804+0.065587i,0.14132+0.054914i,-0.45646+0.92336i,-0.87609-0.44783i,1.282-0.29306i,0.20173+0.11338i,0.15377+0.085052i,-0.43055+0.90032i,-0.020473+0.15903i,0.57592-0.65812i,-0.63232-0.52184i,0.047813-0.14708i,-0.52156+0.721i,-0.14445-0.076823i,1.2832-0.34168i,-1.2701+0.34833i,1.3077-0.31749i,-0.68743-0.50975i,0.075995-0.15149i,0.28276+1.2553i,0.5346-0.66145i,-1.2674+0.2854i,-0.14667-0.10187i,0.40595-0.9287i,-0.53326+0.67954i,0.65237+0.54079i,-0.8864-0.41814i,1.2613-0.33901i,-0.39985+0.89543i,-0.93615-0.41715i,-0.18626-0.10203i,-0.14964-0.082492i,0.64357+0.48885i,-0.34535-1.3146i,0.28541+1.2492i,-0.27763-1.2672i,-0.52791+0.69241i,1.3136-0.30848i,-1.2459+0.30006i,-0.114-0.086799i,-0.14012-0.085386i,0.66045+0.53436i,0.5096-0.65858i,0.1343+0.098834i,-1.3186+0.31048i,1.301-0.32789i,0.18514+0.053403i,-0.66572-0.54185i,-0.50176+0.68795i,0.43282-0.92132i,-0.49896+0.65862i,0.72602+0.51432i,0.50483-0.67039i,-0.66467-0.56054i,0.89344+0.4538i,0.12384+0.091865i,-0.69268-0.5381i,0.3434+1.3048i,-0.10196+0.18542i,0.51247-0.69687i,-1.2819+0.29778i,1.2883-0.29781i,0.14287+0.084914i,-0.42417+0.93661i,0.50882-0.68521i,-0.45351+0.94202i,-0.11372+0.13426i,0.52351-0.64853i,0.16532+0.088473i,-0.43237+0.95229i,0.54455-0.72525i,-1.2773+0.31402i,-0.17724-0.065772i,0.70047+0.52535i,-0.93966-0.44097i,0.68904+0.47967i,-0.91499-0.41721i,0.68881+0.50725i,0.49742-0.68348i,-1.2632+0.3204i,0.64459+0.51632i,-0.082143+0.18443i,0.49694-0.71917i,-1.2843+0.26918i,-0.17815-0.048718i,1.2662-0.26526i,-0.44103+0.91466i,-0.89612-0.45547i,1.2596-0.28725i,0.19722+0.054852i,-0.42636+0.9207i,-0.91801-0.46716i,0.56944-0.19201i,1
512,0.60639-0.29439i,-0.34899-0.054738i,-0.86266+0.12164i,0.37951-0.88985i,0.35651+1.6446i,0.77754-1.0781i,-1.2218+0.97364i,-0.0019653-0.62933i,0.017615+0.25864i,0.93402-0.65518i,0.093171+0.49519i,0.013105-0.54767i,-1.1129+0.64147i,1.147-0.74883i,0.39502+0.37868i,-0.31779+1.14i,0.64823-0.69719i,-0.10046+0.14451i,-0.37401+0.8169i,-0.21616+0.36622i,0.088393-0.50992i,-0.54966+0.50142i,-0.40169-0.36i,0.59958-0.31321i,-0.063376+0.48378i,-0.83744+0.069948i,1.4831-0.47938i,-1.1404+0.85348i,0.15986+0.10865i,0.44487-0.61335i,-1.4523+0.31769i,0.5721-0.071038i,0.22855+0.7589i,0.85863-0.76082i,-0.44652-0.04434i,-0.25793+0.8609i,0.38061-0.9447i,-0.31643-0.61216i,-0.17507+0.99897i,-0.048096-0.51771i,-0.14797+0.13938i,0.4604+0.039713i,0.29857+0.77919i,0.12757-1.0706i,-0.57181+1.3948i,-0.12042-0.36796i,-0.096338-1.0472i,-0.60991+0.43517i,1.4849-0.10411i,-0.5239-0.098283i,0.45185+0.9961i,-0.36706-0.8366i,-0.28281-0.015691i,0.76149+0.72689i,-0.39674-1.1889i,-0.073351-0.2951i,-0.12655+0.17026i,0.075423+0.14779i,1.1271-0.1187i,-0.83021+0.382i,0.43688+0.8777i,-0.71719-0.45835i,-0.071714-0.77472i,-0.014316+0.65805i,0.44942+0.40617i,0.41875-0.057961i,0.078105+0.18675i,0.23358-0.32416i,-0.47405+0.19045i,0.21594+0.18636i,-1.1377-0.22452i,1.1069+0.43534i,-0.51821-1.0866i,0.23131+0.78357i,-0.35601-1.0219i,-0.093191+0.75217i,-0.36757-0.48509i,1.2289+0.72894i,-0.9724-1.139i,-0.13834+0.76019i,0.45498+0.67755i,0.16397-0.94241i,0.62995+0.37775i,-0.30448-0.45492i,-0.49655-0.75225i,-0.25931+0.65316i,0.16445+0.30072i,-0.26758-0.088341i,-0.71138+0.038012i,1.2381-0.66588i,-0.38681-0.10225i,-0.11823-0.23863i,1.2822+0.45009i,-0.18091+0.65477i,-0.39972-0.41855i,0.50528-0.2339i,-0.87336+0.68888i,0.45575-0.38088i,0.14922+0.64655i,-0.59128-0.21604i,0.19966-0.20259i,3
513,0.53081+0.2152i,0.13494+0.44019i,-0.0040374-0.94552i,-0.84701+0.59308i,-0.059658-0.56054i,-0.061747-0.48839i,0.11722+0.12264i,1.0331+0.30686i,0.27584-0.062452i,-1.2479+0.46555i,-0.49317-0.29746i,0.3099-0.047605i,0.3742-0.29873i,0.13376+0.56361i,-0.3885+0.16883i,0.33252-0.99775i,-0.6354+0.17871i,0.71851-0.10072i,-0.93992-0.1611i,-0.16481+0.34691i,0.71885-0.51234i,-0.17098-0.49421i,0.37424-0.19561i,0.78272+0.87978i,-0.72723-1.0065i,-0.046635-0.03136i,-0.88336+0.81662i,0.53172-0.40344i,0.12118+0.077874i,-0.3608-0.7963i,0.61431+0.50443i,-0.033507+0.5009i,-0.1068-0.22094i,0.18606+0.47134i,-1.1113-0.60077i,1.5182+0.20902i,-1.3776-0.062769i,1.1272-0.28192i,-0.69539+0.80201i,0.73883-0.68346i,-0.98508+0.041753i,-0.32283+0.56358i,0.31619+0.37651i,-0.59986-0.74302i,0.679-0.03487i,0.40422+0.25945i,-1.4414-0.10453i,1.1284-0.83918i,-0.081011+1.1099i,-0.030126+0.10037i,0.33242-0.78551i,-0.77435+0.9192i,1.0924-0.98914i,0.0090141-0.12469i,-0.4192+1.1626i,-0.21942+0.35037i,-0.92317-0.67039i,0.47762-0.72389i,0.42972+0.39378i,-0.28075-0.70872i,0.28913-0.097021i,-0.015085+0.062942i,0.33013+1.4834i,0.13072-0.14395i,-1.0971-0.58647i,-0.0080263+0.54368i,-0.11274-1.2586i,0.6616+0.79114i,-0.25761+0.13689i,0.31162-0.50051i,-0.5531-0.24127i,-0.51798+0.57435i,0.10903-0.11613i,1.4131-0.27365i,-0.50342-0.09981i,-0.20798+0.43379i,-0.029248-1.1109i,0.64108+0.213i,-0.18849+0.81163i,-0.60569-0.61767i,-0.1931-0.24921i,1.6393+0.1866i,-0.35669+0.53368i,0.17727-0.40327i,-1.2973+0.11276i,1.1622-0.091i,-0.68154+0.3446i,-0.15111-0.29691i,1.081-0.092903i,0.36596+0.24895i,-0.7339+0.29303i,-0.0084598+0.032157i,-0.79074+0.021186i,1.0138+0.19085i,-1.059-0.63363i,0.45488-0.62375i,-0.64573+0.43224i,1.8001-0.15293i,-1.1512+0.48875i,0.32366+0.2442i,-0.099298-0.37104i,3
514,-0.43168-0.55816i,0.12811+0.47464i,0.68881+0.52117i,-0.58734-1.3316i,0.70416+1.3394i,-0.19878-1.0614i,-0.10925+0.27406i,0.25551+1.2154i,-0.40246-1.6969i,-0.13917+0.16448i,0.65548-0.30458i,0.091092+1.5306i,0.69039-0.87049i,-0.82397-0.051086i,0.0010424-0.096043i,-0.00018489-0.10211i,-0.20593+0.30826i,0.022143+0.59791i,0.089412-0.22753i,0.23953-0.28843i,-0.28351-0.29293i,-0.12946+0.89269i,0.11938-0.24609i,-0.3137+0.47484i,0.62359-0.98574i,-0.36854+0.73765i,-0.38677-0.17523i,0.97096+0.16847i,-1.5437+0.097651i,1.1078-0.34126i,0.69994-0.07958i,-1.7107+0.42376i,1.7531-0.42963i,-1.4652+0.054463i,0.77296+1.0472i,0.080154-0.77944i,-0.43071-0.85675i,0.19857+0.40107i,0.2747-0.4805i,-0.52242+0.017674i,0.25079-0.57465i,-0.20068+0.14704i,1.1552+0.63666i,0.37745-0.26943i,-1.7406+0.42238i,0.36236-0.82511i,0.71753+0.32298i,-0.27288-0.26441i,0.4179+0.20887i,0.20899+0.67607i,0.14196-0.85799i,0.29389+0.57102i,-0.54225+0.25605i,-0.77506-0.44738i,0.26375+0.11426i,0.18942-0.39896i,1.0081+0.094677i,-0.68467+0.57979i,0.20388-0.32265i,-0.47031+0.8189i,0.27063-1.3034i,0.051411+1.5511i,0.06166-0.81059i,-0.84737+0.55624i,1.0853-0.23541i,-0.44953+0.84258i,0.31064-1.1436i,-0.08808+0.37422i,-0.05216-0.63089i,0.14024-0.1111i,-0.018447+0.89452i,0.81898-0.41164i,-1.1721-0.3395i,0.50582+0.70962i,0.50466-0.63061i,-0.087733+0.35966i,-0.67522-0.47623i,-0.14749+0.88152i,1.0031-0.85122i,-0.38192+0.73591i,-0.80753-0.46189i,-0.402+0.21777i,1.1734+0.30527i,-0.86923-0.9851i,-0.17801+0.84166i,0.65605-1.1011i,-0.28441+1.3435i,1.0513-0.73046i,-0.91362-0.65527i,1.2162+0.61546i,-1.4429+0.037225i,1.1648-0.34819i,-0.50567+0.085505i,0.026104-0.05534i,0.31534-0.46295i,-1.0696+0.73673i,1.7735-0.41652i,-0.30059+0.84514i,-0.19529-1.1137i,-0.27503+1.2806i,0.090023-0.54907i,2
515,-0.015677-0.93601i,0.17079+0.8988i,0.23678-0.32755i,-1.0749+0.017727i,1.2318+0.27475i,-1.1072-0.13056i,1.1182+0.49368i,-1.1733-0.10434i,0.1503-1.2029i,0.77344+1.0866i,-0.87807-0.48047i,-0.013944+0.17262i,0.73793+0.012852i,-0.70651+0.35216i,0.56437+0.26965i,-0.64618-0.55335i,0.2644-0.92687i,-0.014334+0.0013265i,-0.21677-0.089158i,0.0612+0.10084i,0.60903-0.28837i,-0.20257-0.0060022i,-0.2407+0.2709i,0.071359-0.28288i,1.1222-0.10728i,-0.86889-0.72824i,0.084509+0.58936i,-0.36146-0.33879i,1.2072+0.44204i,-0.45376+0.49956i,0.63643-0.78449i,-0.28372+1.0527i,0.35241-0.43059i,-1.323+0.20292i,0.62361-1.1794i,0.11388-0.17466i,-0.78223+1.1491i,0.31132-0.77991i,0.2129+0.34217i,-0.063595-0.3437i,0.68867+0.10805i,-0.23659-0.18273i,0.014778-0.67617i,-0.38612+0.59592i,-0.49404+0.44191i,1.1535+0.35796i,-1.4244-0.55811i,0.51779-0.71957i,-0.061195+1.1709i,-0.27277-0.51494i,-0.44553-0.0023288i,0.69979-0.49286i,-0.28594-0.30603i,0.44008+0.42601i,-0.1366-0.92667i,-0.091939+0.52122i,-0.43929+0.48086i,0.2936-0.23878i,-0.33093+0.071455i,-0.19494-0.71758i,0.68111+0.36977i,0.28978+0.45034i,-0.15289-0.81137i,-0.8554+0.88261i,0.15545-0.57473i,0.63895+0.12938i,0.19468-0.078461i,-0.57043+0.94709i,-0.8054-0.88165i,1.1009-0.35795i,-0.09985+0.35414i,-0.046404-0.60446i,0.71277+0.55108i,-0.57623+0.73387i,0.54765+0.028276i,-1.513-0.33623i,0.41661+0.60237i,-0.5247-0.20551i,0.37229-0.087432i,0.52089-0.38373i,-0.15437-0.74259i,-0.77741+1.1196i,0.92413-0.87489i,0.41808+0.70171i,-1.0778-0.94278i,0.44806+1.5008i,-0.44831-0.55911i,0.18943+0.78253i,-0.10783-0.63001i,0.37379-0.82118i,-0.39885-0.48221i,-0.048345+1.5782i,-0.78289-0.6378i,-0.17759-0.11146i,0.75215+0.038007i,-0.19961-1.2219i,1.0679+0.72873i,-0.015919-0.37603i,-0.51018-0.2531i,0.3713+1.3851i,-0.23619-0.60075i,3
516,-0.39256+0.69292i,0.75853-0.36429i,0.31974-0.56649i,-0.74322+0.18644i,0.21954+1.2047i,0.97309-0.97688i,-0.70831-0.53677i,-0.33497+0.8892i,-0.025885+0.34549i,-0.25336-0.60186i,0.39598-0.33866i,0.57867+0.32248i,-0.29042+0.62952i,-0.64994+0.28477i,0.13642-1.0864i,0.58283+0.26762i,-0.08342+0.70736i,-0.56135-0.21042i,0.88641+0.18281i,-1.3957-0.052972i,-0.3339-0.19877i,0.45698+0.090209i,-0.7322+0.13305i,-0.11318-0.55347i,1.4552-0.41416i,-0.091259+0.8455i,-0.86592-0.51153i,0.12252-0.80663i,0.36351+0.53714i,-0.66656+0.56338i,0.7765-0.98741i,-0.39605+0.6897i,0.93321-0.6567i,-0.59813+0.79659i,0.92962-0.57203i,-0.25752+0.27635i,-1.1358+0.26761i,1.3259-0.69092i,-0.21552+1.4093i,0.049469-0.26364i,-1.059-0.66786i,0.72955+0.9529i,0.75749-0.63383i,0.20986+0.12517i,-1.1257+0.023662i,-0.30468+0.5926i,0.61452-1.0404i,0.0017844+0.10103i,-0.80976+0.74409i,1.0967+0.07505i,0.12818+0.024141i,-0.47442-0.23065i,0.49945-0.2064i,-0.81308-0.087092i,-0.31483+0.26243i,0.55842-1.0282i,0.15389+1.7358i,-0.51488-0.38328i,0.53589+0.24974i,-0.1572-1.2739i,-0.01374+1.6554i,0.68211-0.58675i,-0.10719-0.33298i,-0.95248+0.09435i,0.6325+1.2089i,-0.58427-0.99306i,0.53564-0.13796i,0.47693-0.24031i,-0.059066+0.36929i,-1.3436+0.15812i,0.98076+0.145i,0.41117-0.45987i,-0.57112-0.50093i,0.34686+0.56455i,0.57766+0.43495i,0.32662-0.53885i,-1.2122+0.4705i,0.92695-0.71656i,-1.0157+0.51968i,0.20317+0.66294i,0.38515-0.33499i,-0.46871-0.82838i,0.71272+0.37114i,-1.1305-0.23365i,0.77676+0.97519i,0.33556-0.070514i,-0.34776-1.2075i,-0.69795+0.67745i,0.1609-0.94998i,0.55459+0.99143i,0.38664-0.46405i,-0.73232+0.1886i,0.075512+0.88625i,-0.71275-1.0197i,0.77093-0.64361i,-0.36707+1.383i,0.044466-1.4284i,0.35122+1.376i,-0.58587-1.0411i,0.55692+0.55807i,-0.23886-0.18926i,3
517,0.18821+0.95629i,-0.19065-0.42158i,-0.79516-0.45317i,0.95052+0.063947i,-0.37546-0.84742i,0.9711+0.98696i,-0.44943+0.89157i,-0.48221-0.042242i,0.67244-1.0031i,-0.63838+1.1304i,-0.13312+0.11983i,-0.90196-0.39369i,1.1659+0.32112i,0.55474-0.58783i,0.19693+0.096052i,0.25158+0.10122i,-1.0663+0.31467i,0.32459+0.23418i,0.11574-0.98021i,-0.12023+0.24291i,-0.90319+0.42776i,0.81147+0.060307i,-0.10386-0.57675i,-0.34273-0.30968i,0.57028+1.3503i,-0.39326-1.7517i,0.085291-0.198i,-0.056036+0.79032i,0.11381-1.0104i,-0.71651+0.91375i,0.41506-0.2084i,0.27095+0.21022i,-0.049765+0.074325i,0.8973-0.37208i,-0.88066-0.69631i,1.2295+0.61002i,-0.722+0.60234i,0.19723-0.31841i,0.22263+0.66395i,-1.1418-0.60416i,0.0029117+0.48935i,0.75033-0.48822i,-0.04672-0.61775i,-0.127+0.25122i,0.54193+0.81722i,-0.82554-0.9869i,0.85266+1.0023i,-0.60977+0.31395i,0.69467-1.0226i,-0.59565-0.55599i,0.39895+1.7065i,0.33747-1.1905i,0.53892+0.28057i,-0.42129+0.18404i,0.12692+0.69266i,-1.3624-0.22057i,0.84285+0.066685i,0.35626+0.3168i,0.5123-0.6168i,-0.19668-0.14974i,-1.3596+0.56524i,1.4476-0.033858i,0.13996+0.17296i,-0.75359-1.043i,0.81913+0.32108i,-0.19195-0.32584i,0.2891+0.52598i,-0.06883+1.0572i,-0.58698-0.69433i,-0.18765-0.6474i,0.96135+0.0054787i,0.57822+0.27481i,-0.079522+0.49179i,-0.62883-0.41961i,-0.33819-0.31326i,-0.12546+0.87104i,0.057011-0.36506i,0.20277-0.40399i,-0.24859+0.28123i,0.021129+0.61289i,0.15756-0.2888i,-1.0677-0.060931i,-0.20133-0.079437i,0.34393-0.82576i,1.0249-0.010992i,-0.80982-0.20863i,-0.5757+0.59487i,0.028375-0.47857i,1.53-0.059259i,-1.2081-0.37273i,-0.16435+0.86569i,-0.26755-0.63227i,0.36414+0.79103i,-0.12301+0.10164i,0.16699-0.28757i,-0.52902-0.83227i,1.122+0.63373i,-0.73274-1.0787i,0.063558-0.21211i,-0.69147+0.92088i,0.71322-0.249i,2
518,0.72954-0.11062i,-0.44552+0.902i,-0.041729+0.15291i,-0.088963+0.16534i,-0.36144-1.2609i,-0.53592+0.69811i,1.2606-0.30262i,0.13516+0.047966i,0.13834+0.058993i,0.17923+0.040801i,-1.2504+0.33459i,0.69215+0.53972i,-0.32732-1.3003i,0.9767+0.36525i,0.133+0.088833i,0.14702+0.070099i,-0.41005+0.90834i,-0.30361-1.3087i,0.30184+1.261i,-0.055261+0.18403i,-0.36373-1.3028i,0.91255+0.44057i,-0.47436+0.89295i,0.52287-0.67099i,-1.2621+0.30509i,0.68739+0.52268i,-0.30034-1.291i,0.069541-0.17434i,0.88531+0.42934i,0.18852+0.087323i,-0.4618+0.87713i,-0.95765-0.45144i,-0.17193-0.052615i,0.65701+0.51683i,-0.9142-0.41012i,0.66479+0.51887i,-0.29764-1.2388i,-0.53557+0.65665i,-0.1601-0.060714i,0.6605+0.55262i,-0.30913-1.2335i,0.89948+0.43138i,-0.6941-0.48506i,0.053975-0.16798i,-0.50741+0.65719i,0.68942+0.49038i,-0.89302-0.48433i,0.68361+0.50758i,0.5286-0.67378i,-1.2911+0.3133i,1.2654-0.33805i,-1.2908+0.33069i,0.42976-0.90092i,0.32717+1.2856i,0.55029-0.66547i,-0.67443-0.57532i,0.3485+1.2703i,0.48183-0.66998i,-0.41662+0.95699i,-0.054211+0.16893i,0.54779-0.6785i,0.14214+0.054589i,-0.43057+0.90092i,-0.2989-1.2587i,0.31502+1.2483i,-0.31639-1.2487i,-0.55181+0.69729i,-0.14024-0.075791i,-0.093976-0.064528i,0.6861+0.50729i,-0.30702-1.2775i,0.295+1.2329i,0.52071-0.66366i,-1.278+0.35842i,0.44867-0.92166i,0.080754-0.12546i,0.31371+1.2482i,-0.082757+0.15493i,-0.26753-1.3101i,0.092954-0.1468i,-0.4952+0.68096i,0.71255+0.50014i,-0.038502+0.16449i,-0.92456-0.43265i,0.67678+0.53502i,-0.10295+0.1556i,-0.058238+0.18505i,-0.34041-1.2967i,-0.56715+0.68696i,1.2854-0.33877i,-0.42258+0.90663i,0.54272-0.63409i,-0.65613-0.50638i,0.074128-0.1846i,0.90437+0.46004i,-1.2815+0.33891i,-0.18087-0.06311i,1.2913-0.32228i,-1.2888+0.29336i,-0.14434-0.066679i,0.5592-0.19182i,1
519,0.15199+0.74742i,-0.89851-0.44019i,0.7233+0.56085i,-0.10281+0.19032i,-0.31145-1.2773i,0.29+1.2849i,-0.043975+0.17918i,-0.32331-1.3027i,0.94919+0.43988i,-0.65061-0.53536i,0.066491-0.18331i,0.94166+0.45343i,-0.44958+0.92804i,0.5516-0.66367i,-1.2401+0.31308i,1.2776-0.34518i,-1.2902+0.31026i,-0.15148-0.10332i,0.43023-0.89578i,0.91085+0.39571i,-1.2709+0.3009i,-0.17076-0.099295i,1.256-0.32997i,-1.2636+0.30624i,-0.16245-0.083354i,0.66148+0.49791i,0.50931-0.69169i,-1.3042+0.34726i,0.43709-0.95631i,0.04245-0.15055i,0.32143+1.2353i,-0.33889-1.2945i,0.93791+0.43631i,-0.67687-0.54374i,-0.46484+0.66457i,1.2593-0.27248i,0.18307+0.079003i,-1.2164+0.34844i,0.4074-0.92628i,0.085329-0.14693i,0.89467+0.43849i,0.17782+0.087656i,0.14525+0.063419i,-0.41588+0.87373i,-0.91484-0.47171i,0.46047-0.9427i,0.94503+0.41968i,0.18024+0.045092i,0.16471+0.092026i,-0.44662+0.89296i,0.51573-0.66839i,0.16373+0.083194i,0.13278+0.071993i,-0.40417+0.91295i,0.52251-0.70785i,0.10895+0.053024i,-0.43824+0.94427i,-0.09487+0.15451i,-0.3007-1.2807i,0.03582-0.18243i,0.064981-0.14474i,0.89737+0.43154i,-0.71923-0.52381i,-0.50928+0.6508i,0.41733-0.9055i,0.899+0.45974i,-1.3011+0.33431i,1.2534-0.3587i,-1.2526+0.30405i,-0.14968-0.092939i,0.39291-0.94613i,-0.51233+0.68607i,-0.10833-0.053865i,0.46102-0.89272i,0.93496+0.45281i,-0.47881+0.92229i,0.51718-0.65695i,-1.3434+0.28699i,1.2524-0.30779i,-0.67448-0.51004i,0.34206+1.2764i,0.50185-0.67616i,-0.39706+0.90122i,-0.89563-0.43663i,1.3191-0.30708i,-0.42298+0.90195i,0.54307-0.72894i,-1.2561+0.32495i,1.2884-0.33366i,-0.46459+0.91223i,-0.92311-0.44815i,-0.17509-0.081867i,0.42977-0.89797i,0.067257-0.1821i,0.059908-0.18677i,0.25883+1.2905i,-0.91574-0.47256i,-0.17019-0.060933i,1.2904-0.28002i,0.12404+0.04723i,-0.54564+0.20621i,1
520,-0.70624+0.16157i,0.67535+0.54278i,0.50198-0.68591i,-1.3134+0.30672i,0.45221-0.90632i,0.30134+1.2632i,-0.074026+0.12652i,0.54496-0.707i,-1.2871+0.28856i,1.319-0.30462i,-0.41058+0.92526i,-0.89768-0.43615i,0.68791+0.53238i,-0.89571-0.46711i,1.2462-0.2805i,-0.4284+0.93689i,-0.055014+0.20057i,-0.2947-1.2966i,0.31986+1.2677i,0.55448-0.67242i,0.16+0.080094i,-0.68542-0.53375i,0.28733+1.2815i,-0.91422-0.43058i,0.41909-0.89168i,0.26969+1.338i,-0.89408-0.3824i,1.3128-0.29028i,-0.67648-0.53504i,0.045055-0.165i,-0.52837+0.72716i,-0.15325-0.084263i,0.71089+0.51222i,-0.91668-0.46929i,0.68405+0.53235i,0.52334-0.65542i,-0.41611+0.93125i,-0.92177-0.44768i,0.66766+0.51502i,-0.89515-0.43141i,0.44377-0.96037i,0.3085+1.2821i,0.54503-0.66692i,-0.39796+0.94275i,-0.92402-0.41138i,0.67419+0.51415i,-0.053302+0.15726i,0.55374-0.70541i,0.21076+0.067232i,0.17212+0.079492i,-1.2949+0.2665i,0.40533-0.89041i,-0.53623+0.63351i,-0.18507-0.068564i,0.66914+0.55436i,-0.041643+0.16459i,-0.87911-0.44504i,-0.16765-0.081589i,-0.14-0.034815i,0.67346+0.49562i,-0.9311-0.46749i,0.46656-0.8708i,0.91326+0.40866i,-0.40155+0.92261i,-0.93091-0.43127i,1.2431-0.32993i,-0.67212-0.53664i,0.041688-0.1723i,0.89408+0.44883i,-0.46045+0.94222i,0.54344-0.73152i,-0.68314-0.54991i,-0.53245+0.66335i,0.44688-0.93037i,0.35629+1.2565i,-0.28426-1.3008i,0.33883+1.2589i,-0.3199-1.2772i,0.31926+1.2731i,0.53472-0.70286i,-1.2827+0.2935i,1.2506-0.26578i,-0.42519+0.90777i,-0.32033-1.2593i,0.28001+1.2754i,0.53661-0.67725i,-1.2415+0.29019i,0.42365-0.87536i,-0.53057+0.67864i,-0.16447-0.086912i,0.43586-0.88627i,-0.52307+0.67956i,0.67787+0.53199i,-0.079687+0.21817i,-0.33936-1.2943i,-0.49975+0.7164i,-0.15945-0.097041i,0.71052+0.52369i,0.54128-0.6588i,-0.4498+0.90098i,-0.20691-0.57314i,1
521,-0.67876-0.086574i,-0.18528-0.40841i,0.33795+0.46613i,-0.13419-1.0919i,1.1871+0.82811i,-0.53373-0.037537i,-0.51639+0.75273i,0.90306-0.21595i,-0.042774-0.75641i,-0.56008+0.23712i,-0.16976+0.087724i,0.57317-0.20993i,0.014839-0.31097i,-0.22094+0.78132i,-0.25005-0.1035i,-0.10264-1.1593i,0.50137+0.65753i,0.32136+0.82339i,-0.71074-1.1566i,-0.54751+0.29247i,-0.27411+0.051832i,0.53781+0.42236i,0.91504-0.57552i,-0.99072-0.20439i,0.057773+0.46239i,-0.60813-0.086344i,1.0776+0.5375i,-0.34124-0.88667i,-0.59252-0.27038i,-0.28924+0.20228i,0.45538-1.0577i,0.34087+0.21412i,-0.34916+0.96166i,0.61945+0.53142i,-0.67883-1.5814i,1.3578+0.68541i,-0.409+0.55377i,-0.066642-0.19647i,-0.7284+0.34713i,-0.062426-0.44392i,0.020645-0.53004i,0.76136+0.36893i,-1.2169-0.044591i,0.5834-0.72063i,0.45807+1.2276i,0.68445-0.45145i,-1.0715+0.33996i,-0.88365-0.050488i,-0.079282-0.29455i,1.073-0.32779i,0.25054+0.9293i,-1.167-0.86117i,0.060813-0.023008i,-0.35941-0.082322i,0.23482+0.38773i,0.07684-0.66677i,-0.70061+0.49616i,0.87609+0.70047i,0.47856-1.0016i,-0.068931+0.4222i,-0.4327+0.021378i,-0.50655-0.077732i,0.75885+0.27859i,-0.81332-0.22253i,-0.72965+0.041106i,0.057206-0.14159i,0.73505+0.58676i,-0.46619-1.2369i,0.69922+0.83666i,-0.35656+0.6549i,-0.83491-1.1041i,0.81185+0.49648i,-0.086266-0.20266i,-0.092834-0.57071i,-0.59356+0.43052i,0.82984+0.84447i,-0.75288-0.00072161i,0.084837-0.31038i,0.053955+0.70249i,0.26341-0.36077i,0.22454-0.5448i,-1.3745+0.60157i,0.80538-0.71808i,0.29625-0.39423i,-1.0233+0.74546i,0.44163-1.0104i,0.1654+1.2708i,-0.79346-0.40204i,0.82698+0.077148i,-0.049328-0.23009i,-0.58848-0.64231i,0.6542+0.82537i,-0.28834+0.16133i,-0.26269-0.41576i,0.84087+0.57743i,0.36206-0.65095i,-1.3476+0.33575i,0.057009-0.7583i,0.58409+1.2987i,-0.43111-0.093017i,0.06344-0.47654i,3
